,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $197 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Transactional / Marketplace
","
    $5,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  17 years
","
  Transactional / Marketplace
","
    $900 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  14 years
","
  Content
","
    $900 ",
0,"
  00:01:07
","
  43.34%
",,,,"
  —
",42,86,0,0,0,0,0,0,0,0,19,44,0,0,0,0,0,0,0,0,"
  1.12
","
  —
","
  6 months
","
  Content
","
    $147 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Webflow
","
  1 month
","
  eCommerce
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,"
  00:00:48
","
  70.30%
",,,,"
  —
",111,70,51,37,14,23,1,0,0,0,30,32,35,22,11,23,1,0,0,0,"
  2.23
","
  Word​​Press
","
  1 year
","
  Services
","
    $399 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $64 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $59 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  Content
","
    $54 ","
  No
"
0,"
  00:06:24
","
  48.92%
",,,,"
  —
",396,85,322,110,80,84,67,146,112,42,107,29,125,65,37,59,42,69,67,19,"
  2.76
","
  —
","
  1 year
","
  Services
","
    $97 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  Services
","
    $49 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 years
","
  Content
","
    $75 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  8 years
","
  Content
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $49 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 years
","
  Content
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $97 ","
  No
"
0,"
  00:01:33
","
  82.15%
","
  Yes
","
  Yes
","
  Starter Site
",,"42,685","12,994",730,418,336,122,111,205,651,467,"22,658","7,424",315,120,99,59,71,123,44,92,"
  1.63
","
  —
","
  1 year
","
  Content
","
    $6 ","
  No
"
0,"
  00:00:34
","
  84.45%
",,,,"
  —
","1,276","1,402","1,616","1,751","3,133","2,383",977,0,0,0,985,992,"1,177","1,285","2,303","1,860",771,0,0,0,"
  1.29
","
  —
","
  9 years
","
  Content
","
    $1,000 ",
0,"
  00:00:44
","
  81.41%
",,,,"
  —
","3,011","2,287",431,0,0,0,0,0,0,0,"2,022","1,425",189,0,0,0,0,0,0,0,"
  1.61
","
  Wordpress 4.9
","
  4 months
","
  Content
","
    $5,500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $149 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
","
    $59 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $49 ","
  No
"
0,"
  00:01:59
","
  75.32%
",,,,"
  —
","4,403","6,230","5,041","5,579","4,363","7,677","8,708","8,570","10,792","9,687","1,132","1,188","1,345","1,400",991,"1,583","1,845","1,806","1,922","2,008","
  3.50
","
  —
","
  10 years
","
  Content
","
    $499 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  eCommerce
","
    $20 ",
0,"
  00:08:06
","
  34.47%
","
  No
","
  No
","
  Starter Site
",,"26,191","20,556",123,148,177,76,79,41,188,0,"1,838","2,080",48,78,100,33,51,28,77,0,"
  5.15
","
  —
","
  2 years
","
  Content
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $59 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
","
    $97 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,"
  00:09:40
","
  45.82%
","
  Yes
","
  Yes
","
  Starter Site
",,556,295,"1,983","1,888","1,443",287,0,0,0,0,89,14,76,134,30,21,0,0,0,0,"
  6.28
","
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $30 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  Services
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $49 ","
  No
"
0,"
  00:00:16
","
  87.00%
",,,,"
  —
",20,123,52,57,110,112,0,106,118,173,17,77,44,53,94,106,0,71,89,105,"
  1.20
","
  —
","
  12 years
","
  Content
","
    $1,199 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  Services
","
    $150 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Transactional / Marketplace
","
    $197 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $64 ","
  No
"
0,"
  00:00:43
","
  85.29%
",,,,"
  —
",833,"1,391","1,790","3,261","5,543","6,105","6,884","8,729","7,771","6,913",565,881,"1,306","2,460","4,173","3,782","3,497","1,129",538,"1,511","
  1.39
","
  —
","
  3 years
","
  Content
","
    $210 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
","
    $59 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Services
","
    $2,000,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  6 years
","
  eCommerce
","
    $700 ",
0,"
  00:00:18
","
  26.75%
",,,,"
  —
",229,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,"
  0.49
","
  —
","
  2 years
","
  Content
","
    $100 ",
0,"
  00:01:24
","
  55.57%
",,,,"
  —
",396,399,426,495,211,89,70,66,0,0,116,119,112,145,98,51,38,33,0,0,"
  3.26
","
  Wordpress 4.7
","
  1 year
","
  Content
","
    $51 ",
0,"
  00:01:16
","
  58.58%
","
  Yes
","
  Yes
","
  Starter Site
",,169,234,267,181,294,184,242,257,741,239,42,68,42,37,117,57,52,91,67,51,"
  4.11
","
  —
","
  1 year
","
  Content
","
    $900 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $57 ","
  No
"
0,"
  00:00:09
","
  30.14%
",,,,"
  —
",109,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,"
  0.39
","
  —
","
  1 year
","
  Content
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $250 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $16 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $138 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  eCommerce
","
    $10 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $67 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  6 months
","
  Services
","
    $1 ",
0,"
  00:07:42
","
  30.29%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,984",230,0,0,0,0,0,0,0,0,614,8,0,0,0,0,0,0,0,0,"
  5.25
","
  —
","
  3 months
","
  eCommerce
","
    $50 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $480 ",
0,"
  00:01:31
","
  1.14%
",,,,"
  —
","1,182","1,409","1,009",810,"1,223","1,100",731,880,736,859,295,310,254,235,326,295,214,241,194,215,"
  3.69
","
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,"
  00:03:29
","
  53.49%
",,,,"
  —
",806,889,695,807,541,541,80,88,0,0,303,325,267,290,247,224,24,44,0,0,"
  2.08
","
  —
","
  7 years
","
  Transactional / Marketplace
","
    $100 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $49 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,"
  00:00:26
","
  77.78%
",,,,"
  —
",5,6,4,105,307,106,294,288,279,264,4,3,3,50,95,51,94,117,92,107,"
  1.44
","
  —
","
  3 years
","
  Services
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Transactional / Marketplace
","
    $54 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Transactional / Marketplace
","
    $2,800 ",
0,"
  00:00:34
","
  54.49%
",,,,"
  —
",608,663,0,0,0,0,0,0,0,0,452,497,0,0,0,0,0,0,0,0,"
  0.83
","
  Word​​Press
","
  6 years
","
  Content
","
    $200 ",
0,"
  00:00:32
","
  88.87%
",,,,"
  —
","3,541","3,741","2,624","3,334","4,288","3,922","3,434","4,049","2,727","1,829","2,736","3,086","2,110","2,662","3,392","3,172","2,748","3,189","2,192","1,482","
  1.15
","
  —
","
  9 years
","
  Content
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
","
    $59 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $54 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $59 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  3 months
","
  eCommerce
","
    $500 ","
  No
"
0,"
  00:01:09
","
  74.12%
","
  No
","
  No
","
  Starter Site
",,26,18,24,17,13,10,11,9,162,82,14,14,16,12,9,5,5,7,127,78,"
  1.45
","
  —
","
  2 years
","
  Content
","
    $125 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  18 years
","
  Content
","
    $13 ",
0,"
  00:03:18
","
  57.78%
","
  No
","
  No
","
  Starter Site
",,44,41,27,11,14,14,25,29,32,51,28,13,13,7,9,10,17,13,15,18,"
  2.11
","
  —
","
  2 years
","
  Content
","
    $148 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  16 years
","
  Content
","
    $110 ",
0,"
  00:00:43
","
  41.48%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,593","1,539","1,962",0,0,0,0,0,0,0,799,794,918,0,0,0,0,0,0,0,"
  1.97
","
  —
","
  3 months
","
  Content
","
    $70 ","
  No
"
0,"
  00:00:42
","
  68.61%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
","1,524","8,103","6,170","3,309","2,779","2,048",0,0,36,147,729,"4,543","3,966","2,074","1,716","1,584",0,0,16,61,"
  1.63
","
  —
","
  2 years
","
  Content
","
    $12,500 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $49 ","
  No
"
0,"
  00:00:59
","
  12.85%
",,,,"
  —
",609,632,804,754,"2,676",49,0,0,0,0,238,247,262,330,445,13,0,0,0,0,"
  2.48
","
  —
","
  3 years
","
  Content
","
    $50 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  16 years
","
  Content
","
    $250 ",
0,"
  00:01:23
","
  56.35%
",,,,"
  —
","13,364","18,958","27,896","24,674","12,128","27,224","103,448","123,315","19,874","19,407","5,040","5,525","8,855","10,374","6,574","15,823","80,188","81,273","11,593","11,341","
  2.54
","
  —
","
  3 years
","
  Content
","
    $3,000 ",
0,"
  00:00:16
","
  25.66%
","
  Yes
","
  No
","
  Starter Site
",,164,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,"
  0.48
","
  Word​​Press
","
  2 months
","
  Content
","
    $50 ","
  No
"
0,"
  00:00:35
","
  87.49%
",,,,"
  —
",81,3,11,27,56,584,250,0,0,0,48,3,9,11,33,354,135,0,0,0,"
  1.25
","
  Wix ​​Premium
","
  1 year
","
  eCommerce
","
    $500 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $135 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
","
    $149 ",
0,"
  00:00:34
","
  79.40%
","
  No
","
  Yes
","
  Starter Site
",,96,256,192,122,489,660,0,0,0,0,66,192,107,84,470,575,0,0,0,0,"
  1.48
","
  —
","
  1 year
","
  Content
","
    $26 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $2,500 ","
  No
"
0,"
  00:02:01
","
  12.96%
",,,,"
  —
",141,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,"
  1.31
","
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $155 ",
0,"
  00:03:09
","
  65.17%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
",713,725,344,0,0,0,0,0,0,0,280,281,114,0,0,0,0,0,0,0,"
  2.10
","
  —
","
  5 months
","
  Content
","
    $50 ","
  No
"
0,"
  00:00:09
","
  95.78%
","
  No
","
  No
","
  Starter Site
",,135,179,48,26,16,38,32,0,0,0,124,166,42,20,12,21,17,0,0,0,"
  1.05
","
  —
","
  1 year
","
  Content
","
    $127 ","
  No
"
0,"
  00:04:54
","
  47.23%
",,,,"
  —
","1,406","1,948","3,088","3,153",123,0,0,0,0,0,301,318,555,562,18,0,0,0,0,0,"
  3.42
","
  PHP
","
  6 months
","
  Services
","
    $700 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $1 ","
  No
"
0,"
  00:01:06
","
  70.72%
",,,,"
  —
","3,257","4,934","3,504","4,465","6,711","5,943","5,092","5,102","4,641","6,722","1,877","2,579","1,878","2,507","3,714","3,237","3,108","2,805","2,619","3,804","
  1.69
","
  —
","
  8 years
","
  Content
","
    $800 ",
0,"
  00:05:12
","
  10.47%
",,,,"
  —
","8,137","5,901","3,474","3,945","2,415","3,696","2,072","1,690","4,297","8,238",602,432,405,449,376,401,355,332,272,353,"
  7.13
","
  —
","
  2 years
","
  Transactional / Marketplace
","
    $100 ",
0,"
  00:00:04
","
  95.14%
",,,,"
  —
",56,100,73,100,119,118,112,102,64,87,53,94,67,92,110,112,95,80,54,65,"
  1.07
","
  —
","
  5 years
","
  Content
","
    $1 ",
0,"
  00:02:01
","
  62.52%
",,,,"
  —
",363,167,347,449,779,361,382,329,482,522,64,77,82,106,87,100,96,85,88,96,"
  3.18
","
  —
","
  4 years
","
  Content
","
    $200 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $100 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Transactional / Marketplace
","
    $25,000 ",
0,"
  00:09:34
","
  48.47%
","
  Yes
","
  Yes
","
  Starter Site
",,712,655,435,936,414,30,"4,397",275,318,27,61,54,80,141,179,15,229,57,68,14,"
  3.50
","
  Yola
","
  2 months
","
  eCommerce
","
    $500 ","
  No
"
0,"
  00:00:39
","
  28.35%
","
  No
","
  No
","
  Starter Site
",,227,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,"
  0.60
","
  Wordpress 4.9
","
  4 months
","
  eCommerce
","
    $200 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $100 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  Services
","
    $1,000 ","
  No
"
0,"
  00:00:38
","
  70.86%
",,,,"
  —
",119,116,85,125,113,171,108,338,240,333,63,64,51,49,58,90,53,226,104,208,"
  1.74
","
  —
","
  7 years
","
  eCommerce
","
    $9,500 ",
0,"
  00:03:36
","
  43.17%
",,,,"
  —
",354,450,803,298,381,157,0,91,228,171,27,108,170,84,72,75,0,37,66,35,"
  5.20
","
  Wordpress 4.9
","
  1 year
","
  eCommerce
","
    $1,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  7 months
","
  Transactional / Marketplace
","
    $1,700 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  Content
","
    $39 ","
  No
"
0,"
  00:02:07
","
  63.28%
",,,,"
  —
","7,015","5,783",490,425,0,0,0,0,0,0,"3,339","1,966",232,148,0,0,0,0,0,0,"
  2.09
","
  Blogger
","
  1 year
","
  Content
","
    $2,500 ",
0,"
  00:01:29
","
  77.98%
","
  No
","
  No
","
  Starter Site
",,66,48,32,31,448,0,0,0,0,0,12,17,12,19,190,0,0,0,0,0,"
  2.06
","
  —
","
  3 months
","
  Services
","
    $500 ","
  No
"
0,"
  00:00:32
","
  87.41%
",,,,"
  —
","2,606","4,430","5,075","29,774","41,982","8,830","10,396","13,430","12,672","12,740","1,892","3,302","3,560","18,741","24,822","4,935","5,656","7,459","7,223","7,835","
  1.25
","
  Word​​Press
","
  15 years
","
  Content
","
    $12,000 ",
0,"
  00:00:19
","
  91.77%
",,,,"
  —
",803,706,556,540,878,788,407,469,942,261,678,572,465,461,761,599,338,362,750,224,"
  1.14
","
  —
","
  3 years
","
  SaaS
","
    $2,495 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $160 ",
0,"
  00:00:49
","
  87.64%
",,,,"
  —
","2,099","1,895","1,194","2,762","1,385",249,0,0,0,0,"1,597","1,377",882,"2,154",914,41,0,0,0,0,"
  1.25
","
  Wordpress 4.8
","
  1 year
","
  Content
","
    $600 ",
0,"
  00:00:44
","
  78.54%
","
  No
","
  No
","
  Starter Site
",,68,76,52,60,117,66,123,0,0,0,50,50,38,42,70,38,40,0,0,0,"
  1.37
","
  —
","
  11 months
","
  Content
","
    $128 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 years
","
  Content
","
    $20,000 ",
0,"
  00:00:04
","
  97.46%
",,,,"
  —
",6,30,27,3,11,2,16,28,5,75,6,29,24,3,11,2,9,23,4,70,"
  1.05
","
  —
","
  3 years
","
  eCommerce
","
    $15,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  Services
","
    $199 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 years
","
  eCommerce
","
    $9,999 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
","
    $4,000 ","
  No
"
0,"
  00:00:54
","
  90.99%
","
  No
","
  No
","
  Starter Site
",,67,3,8,12,17,20,13,26,2,0,13,3,8,11,17,19,13,18,2,0,"
  1.27
","
  —
","
  1 year
","
  Content
","
    $128 ","
  No
"
0,"
  00:01:14
","
  75.48%
",,,,"
  —
",18,27,73,16,40,40,75,58,74,343,7,22,49,14,31,28,62,52,58,188,"
  1.55
","
  —
","
  7 years
","
  Content
","
    $555 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $118 ","
  No
"
0,"
  00:00:29
","
  71.78%
","
  Yes
","
  Yes
","
  Starter Site
",,90,87,53,39,0,0,0,0,0,0,60,38,35,7,0,0,0,0,0,0,"
  1.66
","
  —
","
  1 year
","
  Content
","
    $128 ","
  No
"
0,"
  00:03:08
","
  7.12%
",,,,"
  —
","13,171","12,223",0,0,0,0,0,0,0,0,"1,511","1,409",0,0,0,0,0,0,0,0,"
  4.07
","
  PHP
","
  1 year
","
  Content
","
    $2,000 ",
0,"
  00:00:28
","
  42.78%
",,,,"
  —
",52,51,69,11,0,0,0,0,0,0,13,8,16,2,0,0,0,0,0,0,"
  4.72
","
  —
","
  5 years
","
  Content
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $850 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  SaaS
","
    $1 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  10 months
","
  Services
","
    $2,500 ","
  No
"
0,"
  00:00:00
","
  65.08%
",,,,"
  —
",1,0,22,4,36,4,12,0,0,0,1,0,21,4,35,4,4,0,0,0,"
  0.68
","
  —
","
  8 years
","
  eCommerce
","
    $750 ",
0,"
  00:00:50
","
  80.39%
",,,,"
  —
","5,396","7,144","97,384","64,656",508,891,380,662,508,736,"2,623","3,732","63,076","45,059",329,584,222,343,308,412,"
  1.39
","
  —
","
  1 year
","
  Content
","
    $1,000 ",
0,"
  00:01:45
","
  51.16%
",,,,"
  —
",654,"1,466","27,257",91,0,0,0,0,0,0,176,306,"4,204",15,0,0,0,0,0,0,"
  3.86
","
  —
","
  9 months
","
  Services
","
    $2,500 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $199 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  12 years
","
  Services
","
    $599 ",
0,"
  00:02:10
","
  53.03%
",,,,"
  —
",115,140,105,174,104,154,188,125,189,100,26,33,34,37,31,51,54,45,52,47,"
  2.41
","
  —
","
  14 years
","
  Services
","
    $15,000 ",
0,"
  00:00:28
","
  65.56%
",,,,"
  —
",6,15,5,7,9,5,13,13,7,5,5,6,3,5,6,4,13,13,7,4,"
  1.79
","
  —
","
  8 years
","
  Content
","
    $99 ",
0,"
  00:01:52
","
  66.00%
","
  No
","
  No
","
  Starter Site
",,52,51,98,27,66,50,47,481,971,0,18,17,53,13,48,19,17,23,32,0,"
  2.14
","
  —
","
  1 year
","
  Content
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 years
","
  Content
","
    $3,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  15 years
","
  Content
","
    $1 ",
