,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,"
  00:01:58
","
  53.51%
",,,,"
  $253 p/mo
","4,788","4,031","4,765","4,346","5,904","5,789","5,051","4,357","6,424","7,193","1,493","1,392","1,599","1,563","2,063","1,954","1,767","1,449","1,619","1,555","
  2.71
","
  Ruby on ​​Rails
","
  3 years
","
  Transactional / Marketplace
","
    $5,000 ",
0,"
  00:00:48
","
  86.12%
",,,,"
  $249 p/mo
","3,214","2,829","2,951","3,717","2,836","3,326","3,783","3,552","4,487","5,725","2,246","2,024","2,230","2,699","1,991","2,436","2,735","2,417","3,150","3,638","
  1.24
","
  Word​​Press
","
  3 years
","
  —
","
    $89 ",
0,,,,,,"
  $236 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wix ​​Premium
","
  1 year
","
  eCommerce
","
    $1,000 ",
0,"
  00:06:47
","
  26.64%
",,,,"
  $235 p/mo
","97,593","97,589","66,886","49,165","43,980","28,438","31,763","40,121","41,859","34,543","2,705","2,292","3,218","1,904","1,364","1,148","1,332","1,696","2,287","1,296","
  7.25
","
  —
","
  4 years
","
  Transactional / Marketplace
","
    $20,000 ",
0,"
  00:03:17
","
  52.76%
",,,,"
  $234 p/mo
",349,164,314,276,111,793,829,891,638,"1,011",92,67,75,86,46,194,261,250,195,201,"
  2.86
","
  Wordpress 4.8
","
  2 years
","
  Services
","
    $1,100 ",
0,"
  00:00:53
","
  0.10%
",,,,"
  $222 p/mo
","1,546",792,792,"1,630","1,791",823,"1,890","2,138","1,566","2,416",299,197,162,448,390,109,428,426,267,600,"
  4.25
","
  —
","
  1 year
","
  eCommerce
","
    $2,500 ",
0,"
  00:00:49
","
  76.78%
",,,,"
  $222 p/mo
","21,912","7,623","3,448","4,928","6,661","8,103","5,016","215,232","547,918","639,204","15,080","4,922","1,622","2,507","2,832","3,695","2,522","62,124","120,065","160,190","
  1.55
","
  Wordpress 4.9
","
  4 years
","
  Content
","
    $50,000 ",
0,"
  00:03:22
","
  56.48%
",,,,"
  $202 p/mo
","61,322","41,041","48,299","64,373","53,283","52,348","47,979","49,433","47,396","42,039","15,173","9,253","11,116","15,733","13,830","13,028","11,488","10,392","10,587","9,651","
  3.42
","
  PHP
","
  3 years
","
  Content
","
    $5,000 ",
0,"
  00:02:09
","
  55.21%
",,,,"
  $200 p/mo
","1,616","2,500","2,605","3,419","2,939","3,112","4,069","3,078","2,544","1,577",370,666,502,615,679,668,905,651,662,357,"
  3.23
","
  PHP
","
  3 years
","
  eCommerce
","
    $4,000 ",
0,"
  00:00:18
","
  92.34%
",,,,"
  $199 p/mo
","1,232,268","218,128","32,565","15,034",69,95,102,27,47,81,"227,705","52,349","13,485","8,629",37,24,67,22,16,22,"
  1.14
","
  Wordpress 4.9
","
  1 year
","
  Content
","
    $4,000 ",
0,"
  00:00:51
","
  88.73%
",,,,"
  $199 p/mo
",24,68,80,75,64,110,109,248,132,161,22,53,67,50,52,68,79,142,83,126,"
  1.18
","
  —
","
  3 years
","
  —
","
    $600 ",
0,"
  00:06:40
","
  50.00%
",,,,"
  $199 p/mo
","232,320","200,435","194,048","203,211","187,391","224,503",0,0,0,0,"20,453","17,743","16,942","17,241","16,942","23,344",0,0,0,0,"
  4.20
","
  —
","
  4 years
","
  —
","
    $7,500 ",
0,"
  00:01:06
","
  52.89%
","
  Yes
","
  Yes
","
  Starter Site
","
  $193 p/mo
","1,395","2,938",0,0,0,0,0,0,0,0,593,"1,118",0,0,0,0,0,0,0,0,"
  1.42
","
  —
","
  11 months
","
  eCommerce
","
    $500 ","
  No
"
0,"
  00:01:16
","
  68.76%
",,,,"
  $192 p/mo
","7,115","5,401","6,205","9,608","16,127","21,877","18,831","25,826","27,540","31,381","2,953","2,328","2,702","4,329","7,077","9,292","7,758","10,907","11,303","12,295","
  2.19
","
  Wordpress 4.9
","
  3 years
","
  Content
","
    $1 ",
0,"
  00:01:33
","
  75.85%
",,,,"
  $185 p/mo
","39,752","33,260","30,348","41,205","46,581","55,606","58,217","52,176","54,546","55,267","24,424","21,315","18,530","25,767","29,502","35,370","36,302","32,789","36,784","38,610","
  1.41
","
  Word​​Press
","
  1 year
","
  Content
","
    $899 ",
0,"
  00:00:58
","
  72.39%
",,,,"
  $178 p/mo
",357,402,513,610,712,"1,095","1,029","1,006",948,"1,634",153,150,182,224,291,339,343,350,355,491,"
  2.33
","
  —
","
  5 years
","
  Content
","
    $500 ",
0,"
  00:00:57
","
  81.38%
",,,,"
  $176 p/mo
","142,720","134,769","133,214","121,921","122,381","111,753","146,044","176,856","123,454","128,376","74,511","73,282","75,366","74,812","73,849","67,884","86,954","77,094","64,655","62,865","
  1.68
","
  Word​​Press
","
  8 years
","
  Content
","
    $28,500 ",
0,"
  00:01:11
","
  78.56%
",,,,"
  $175 p/mo
","3,198","3,538","15,071",807,"5,188","314,224","144,868",0,0,0,"1,089","1,837","8,576",324,"4,008","207,226","90,378",0,0,0,"
  1.89
","
  Wordpress 4.9
","
  8 months
","
  eCommerce
","
    $50 ",
0,"
  00:02:52
","
  58.79%
",,,,"
  $174 p/mo
",299,569,314,447,459,256,257,107,180,122,106,227,51,133,143,47,23,16,24,26,"
  2.91
","
  —
","
  1 year
","
  Services
","
    $999 ",
0,"
  00:00:31
","
  90.24%
",,,,"
  $170 p/mo
","1,709","2,939","2,406","2,377","2,932","2,833","1,434","1,452","1,197",880,"1,321","2,228","1,994","1,905","2,431","2,293","1,095",955,663,528,"
  1.15
","
  Wordpress 4.8
","
  1 year
","
  Content
","
    $3,000 ",
0,,,,,,"
  $168 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Artisteer
","
  6 years
","
  Transactional / Marketplace
","
    $1 ",
0,"
  00:00:53
","
  0.09%
",,,,"
  $168 p/mo
","7,586","11,789","9,243",108,0,0,0,0,0,0,"2,291","3,408","2,519",19,0,0,0,0,0,0,"
  3.11
","
  —
","
  1 year
","
  —
","
    $6,500 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $165 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  2 months
","
  eCommerce
","
    $199 ","
  No
"
0,"
  00:02:46
","
  56.43%
",,,,"
  $165 p/mo
","1,772","1,425","2,588","3,422","3,439","2,043","1,309","3,937",715,603,680,399,789,"1,527","2,141","1,492",763,"3,600",348,201,"
  2.23
","
  Wordpress 4.9
","
  2 years
","
  Content
","
    $12,000 ",
0,"
  00:00:45
","
  55.44%
",,,,"
  $164 p/mo
","7,513","3,897",0,0,0,0,0,0,0,0,"4,946","2,228",0,0,0,0,0,0,0,0,"
  0.92
","
  Wordpress 4.9
","
  2 years
","
  Content
","
    $500 ",
0,"
  00:02:54
","
  62.75%
",,,,"
  $162 p/mo
","2,200","3,040","9,519","2,665","3,072","5,414","9,281","7,796","6,726","1,789",651,777,"5,318",813,960,962,"3,288","1,466","1,367",384,"
  2.49
","
  Wordpress 4.8
","
  2 years
","
  eCommerce
","
    $5,000 ",
0,"
  00:00:14
","
  93.81%
",,,,"
  $160 p/mo
","4,078","6,320","3,986","3,915","4,551","5,230","1,637",0,0,0,"3,426","5,633","3,406","3,290","3,905","4,372",282,0,0,0,"
  1.13
","
  Word​​Press
","
  6 years
","
  Content
","
    $309 ",
0,"
  00:02:32
","
  52.90%
",,,,"
  $159 p/mo
","42,064","50,117","71,998","65,640","57,581","63,128","63,398","48,795","62,060","30,715","25,388","29,963","44,268","40,472","35,181","37,493","37,739","27,196","35,660","20,013","
  1.37
","
  —
","
  1 year
","
  Content
","
    $1 ",
0,"
  00:00:49
","
  54.60%
",,,,"
  $159 p/mo
","15,434","31,051","53,192","34,941","37,321","38,034",956,0,0,0,"6,183","14,744","30,325","19,732","21,866","24,261",478,0,0,0,"
  1.88
","
  —
","
  8 months
","
  eCommerce
","
    $999 ",
0,,,,,,"
  $159 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  eCommerce
","
    $300 ",
0,"
  00:02:09
","
  65.23%
",,,,"
  $154 p/mo
","4,425","3,723","4,012","4,714","5,317","9,090","5,265","6,422","10,324","6,285","1,129",858,924,"1,407","1,468","1,960","1,527","1,654","1,970","1,741","
  3.22
","
  —
","
  4 years
","
  Content
","
    $6 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $150 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $199 ","
  No
"
0,"
  00:01:26
","
  77.91%
",,,,"
  $150 p/mo
","1,845","1,130",958,711,323,188,94,190,127,45,"1,131",672,558,449,167,143,66,103,64,25,"
  1.41
","
  Wordpress 4.7
","
  2 years
","
  —
","
    $1,000 ",
0,"
  00:03:08
","
  74.48%
",,,,"
  $149 p/mo
",301,592,344,265,617,724,286,583,457,"2,467",145,115,208,176,288,292,126,80,141,400,"
  2.41
","
  —
","
  2 years
","
  eCommerce
","
    $1 ",
0,"
  00:00:46
","
  72.25%
",,,,"
  $148 p/mo
",708,"1,217","1,688","1,860","2,054","4,836","1,836","13,233","30,327",0,339,453,591,457,539,"1,020",618,"9,992","26,131",0,"
  2.30
","
  —
","
  1 year
","
  eCommerce
","
    $889 ",
0,,,,,,"
  $147 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $800 ",
0,,,,,,"
  $143 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  eCommerce
","
    $350 ",
0,"
  00:00:53
","
  56.79%
",,,,"
  $142 p/mo
","36,407","76,193","143,207","136,008",0,0,0,0,0,0,"18,456","35,037","64,627","56,647",0,0,0,0,0,0,"
  1.99
","
  —
","
  7 months
","
  Content
","
    $2 ",
0,"
  00:01:33
","
  54.45%
",,,,"
  $142 p/mo
",811,414,718,880,879,"1,688","1,020","1,362","2,385","7,091",198,126,109,150,219,290,199,274,506,"1,424","
  4.11
","
  —
","
  1 year
","
  eCommerce
","
    $20,000 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $135 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  ASP.​​NET
","
  2 months
","
  eCommerce
","
    $199 ","
  No
"
0,"
  00:00:32
","
  47.13%
",,,,"
  $132 p/mo
","1,768",172,0,0,0,0,0,1,62,139,"1,025",124,0,0,0,0,0,1,26,44,"
  0.96
","
  Word​​Press
","
  11 months
","
  eCommerce
","
    $500 ",
0,"
  00:00:53
","
  76.48%
",,,,"
  $130 p/mo
","5,427","14,585","63,521","8,895","60,650","32,855","8,152",0,0,0,"3,243","8,336","43,527","4,650","29,843","17,669","3,770",0,0,0,"
  1.46
","
  —
","
  11 months
","
  Content
","
    $110 ",
0,,,,,,"
  $130 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  Content
","
    $600 ",
0,,,,,,"
  $128 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 years
","
  eCommerce
","
    $2,500 ",
0,"
  00:00:37
","
  10.32%
",,,,"
  $127 p/mo
",553,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,"
  0.69
","
  —
","
  2 months
","
  eCommerce
","
    $450 ",
0,"
  00:01:25
","
  71.91%
",,,,"
  $126 p/mo
",537,646,817,911,"1,338","1,017","1,149","1,243","1,502","6,003",235,213,352,335,325,325,390,383,531,"2,670","
  2.05
","
  —
","
  1 year
","
  eCommerce
","
    $500 ",
0,"
  00:00:57
","
  80.66%
",,,,"
  $125 p/mo
","10,508","6,676","7,120","9,135","12,184","8,978","9,911","12,299","13,538","10,922","5,609","3,728","4,119","4,964","5,605","4,731","5,352","6,322","6,781","5,654","
  1.47
","
  Word​​Press
","
  7 years
","
  Content
","
    $950 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $120 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $199 ","
  No
"
0,"
  00:00:39
","
  88.83%
",,,,"
  $114 p/mo
","98,779","51,817","32,099","51,447","48,786","44,560","14,397","1,478",82,0,"79,822","41,805","25,701","40,328","38,042","34,708","11,202","1,030",46,0,"
  1.16
","
  Wordpress 4.9
","
  1 year
","
  Content
","
    $7,500 ",
0,,,,,,"
  $113 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  5 years
","
  eCommerce
","
    $3,000 ",
0,"
  00:01:13
","
  51.69%
",,,,"
  $113 p/mo
","4,314","3,367","14,485",459,0,0,0,0,0,0,"1,311","1,159","5,038",163,0,0,0,0,0,0,"
  2.68
","
  —
","
  8 months
","
  eCommerce
","
    $15,000 ",
0,"
  00:03:07
","
  28.82%
",,,,"
  $112 p/mo
","4,192","4,571","2,878","2,604","2,866","4,785","1,342","2,223","1,889","1,311","1,019","1,146",714,615,657,632,318,370,397,272,"
  2.96
","
  —
","
  1 year
","
  SaaS
","
    $2,000 ",
0,"
  00:00:31
","
  42.34%
",,,,"
  $108 p/mo
","12,492","1,534",0,0,0,0,0,0,0,0,"5,783",745,0,0,0,0,0,0,0,0,"
  1.27
","
  Wordpress 4.9
","
  1 year
","
  eCommerce
","
    $4,000 ",
0,"
  00:00:25
","
  58.24%
",,,,"
  $107 p/mo
","1,927","3,452",0,0,0,0,0,0,0,0,"1,257","2,672",0,0,0,0,0,0,0,0,"
  0.80
","
  —
","
  1 year
","
  eCommerce
","
    $200,000 ",
0,,,,,,"
  $106 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  11 years
","
  Content
","
    $119 ",
0,,,,,,"
  $105 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $100 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $105 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $199 ","
  No
"
0,,,,,,"
  $99 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $97 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  6 months
","
  eCommerce
","
    $50 ","
  No
"
0,"
  00:00:47
","
  1.40%
",,,,"
  $95 p/mo
","8,676","11,355","9,321","8,204","9,311","9,947","9,715","7,403","12,406","9,661","3,259","3,859","3,658","2,950","3,341","3,172","3,451","2,663","4,387","3,465","
  2.55
","
  Wordpress 4.4
","
  5 years
","
  Content
","
    $1 ",
0,"
  00:00:35
","
  86.75%
",,,,"
  $94 p/mo
","2,551","2,444","1,695","2,698","10,112","2,127","2,855","6,694","8,073","7,123","1,785","1,822","1,249","1,720","2,115","1,238","1,673","3,973","4,506","4,441","
  1.29
","
  —
","
  1 year
","
  Content
","
    $60 ",
0,,,,,,"
  $94 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Blogger
","
  9 years
","
  Content
","
    $10,000 ",
0,,,,,,"
  $92 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 years
","
  eCommerce
","
    $3,000 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  $91 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  SaaS
","
    $1 ","
  No
"
0,"
  00:02:18
","
  54.42%
",,,,"
  $90 p/mo
","21,224","18,059","34,364","29,916","45,391","49,414","21,072","3,958",0,0,"5,133","3,753","6,438","5,995","8,370","9,457","7,675","1,585",0,0,"
  4.46
","
  —
","
  1 year
","
  Content
","
    $530 ",
0,,,,,,"
  $90 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $2,000 ",
0,"
  00:11:27
","
  3.47%
",,,,"
  $90 p/mo
","2,394","4,124","7,161","11,068","9,408","6,801","1,493","1,062",0,0,"1,317","2,159","3,810","6,554","5,167","3,009",565,103,0,0,"
  0.68
","
  —
","
  1 year
","
  Content
","
    $999 ",
0,"
  00:00:57
","
  76.27%
",,,,"
  $90 p/mo
","6,558","6,542","3,624","1,597","1,712","1,178",660,"25,291","70,039","34,386","3,272","3,525","1,703",702,725,430,221,"16,599","36,575","15,344","
  1.57
","
  PHP
","
  1 year
","
  —
","
    $1 ",
0,"
  00:01:43
","
  44.24%
",,,,"
  $89 p/mo
","94,786","96,948","110,388","94,158","96,429","88,443","90,775","99,686","85,501","74,742","23,025","23,330","26,598","20,812","23,255","21,647","21,751","24,211","20,508","18,041","
  3.16
","
  —
","
  5 years
","
  Content
","
    $6,000 ",
0,,,,,,"
  $88 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $250 ",
0,,,,,,"
  $88 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  —
","
    $2,000 ",
0,"
  00:00:59
","
  82.36%
",,,,"
  $86 p/mo
","84,471","155,937","228,322","222,378","254,363","179,531","164,999","132,000","104,467","100,332","47,881","106,726","159,612","151,458","170,651","119,829","105,589","82,726","65,161","64,307","
  1.44
","
  —
","
  1 year
","
  Content
","
    $2,000 ",
0,"
  00:00:04
","
  97.45%
",,,,"
  $86 p/mo
","1,584","1,120",890,920,"2,058","9,045","16,700",720,0,0,"1,550","1,046",802,675,"1,388","5,261","9,757",347,0,0,"
  1.05
","
  —
","
  7 months
","
  Services
","
    $500 ",
0,,,,,,"
  $82 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $900 ",
0,"
  00:00:34
","
  78.61%
",,,,"
  $82 p/mo
","39,445","32,062","26,621","15,716","8,959","5,941","5,641","3,613","6,543","14,985","24,988","18,951","15,905","9,409","5,470","3,478","3,104","2,010","3,348","7,714","
  1.55
","
  —
","
  5 years
","
  Content
","
    $250 ",
0,"
  00:00:19
","
  90.03%
",,,,"
  $80 p/mo
","2,440","2,261","2,542","2,946","2,569","2,232",0,0,"2,572","4,489","1,935","1,904","2,108","2,341","2,083","1,712",0,0,"2,096","3,442","
  1.15
","
  Wordpress 4.8
","
  6 years
","
  Content
","
    $4,000 ",
0,"
  00:00:00
","
  0.00%
",,,,"
  $80 p/mo
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"
  0.00
","
  —
","
  4 years
","
  Content
","
    $1 ",
0,,,,,,"
  $79 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  3 years
","
  Content
","
    $1,000 ",
0,"
  00:01:58
","
  54.89%
",,,,"
  $79 p/mo
","1,045","2,963","3,850","2,442",121,0,0,0,0,0,334,"1,118","1,349",855,18,0,0,0,0,0,"
  2.28
","
  Word​​Press
","
  1 year
","
  Content
","
    $12,000 ",
0,,,,,,"
  $78 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  8 months
","
  eCommerce
","
    $100 ",
0,"
  00:01:11
","
  81.49%
",,,,"
  $75 p/mo
","11,442","38,211","128,351","44,773","31,089","25,961","20,759","6,738","3,676",978,"7,288","22,309","84,628","22,383","14,540","13,335","10,543","3,631","2,071",478,"
  1.37
","
  —
","
  1 year
","
  Content
","
    $405 ",
0,"
  00:01:03
","
  72.77%
","
  No
","
  No
","
  Starter Site
","
  $75 p/mo
",907,361,498,352,54,0,0,0,0,0,752,167,225,147,30,0,0,0,0,0,"
  1.48
","
  —
","
  1 year
","
  SaaS
","
    $950 ","
  No
"
0,"
  00:08:57
","
  36.80%
",,,,"
  $74 p/mo
","2,804","4,617","4,566","3,562",0,0,0,0,0,0,119,133,131,141,0,0,0,0,0,0,"
  8.11
","
  —
","
  10 months
","
  SaaS
","
    $2,000 ",
0,"
  00:02:02
","
  56.56%
",,,,"
  $72 p/mo
","10,657","11,380","9,241","11,037","17,730","16,912","16,186","19,007","19,284","19,895","2,218","2,570","2,049","2,057","3,380","3,207","3,416","3,635","3,393","3,362","
  3.28
","
  PHP
","
  6 years
","
  Transactional / Marketplace
","
    $500 ",
0,"
  00:00:53
","
  82.04%
",,,,"
  $71 p/mo
","52,060","31,913","22,613","15,325","20,363","21,814","21,279","21,950","17,502","18,503","36,471","21,063","16,001","10,792","14,164","15,359","15,154","15,437","12,239","13,170","
  1.35
","
  —
","
  2 years
","
  Services
","
    $1 ",
0,"
  00:01:28
","
  70.86%
",,,,"
  $70 p/mo
",221,915,"1,440",995,637,329,538,"1,425",395,0,111,382,298,184,136,102,113,646,116,0,"
  2.21
","
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  $70 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,"
  00:03:24
","
  56.04%
",,,,"
  $68 p/mo
","6,299","8,169","7,711","11,029","6,987","7,264","5,785","8,729","8,684","15,321","1,043","1,171","1,013","1,615",988,"1,006",816,"1,003","1,086","1,793","
  4.53
","
  —
","
  3 years
","
  Transactional / Marketplace
","
    $4,700 ",
